PackageID;Length;Width;Height;Weight;EntryDate;ClientID
121532;55;40;85;5.896;27-6-2024;266930
121537;65;30;80;3.512;27-6-2024;265084
121541;70;55;30;0.902;27-6-2024;266940
121546;70;20;80;4.585;27-6-2024;265050
121547;45;50;40;4.179;27-6-2024;267297
121551;35;15;95;6.072;27-6-2024;264867
121553;85;60;85;2.239;28-6-2024;267496
121554;90;80;80;6.971;28-6-2024;265315
121560;95;35;55;7.213;29-6-2024;267312
121570;65;45;15;5.383;30-6-2024;266697
121573;30;10;40;0.381;1-7-2024;266136
121576;75;70;35;5.079;2-7-2024;266183
121578;95;20;65;2.818;3-7-2024;266795
121580;15;50;85;7.793;4-7-2024;267355
121585;95;10;20;1.873;4-7-2024;265065
121588;30;35;15;4.295;5-7-2024;266669
121591;15;50;20;1.100;6-7-2024;265635
121595;55;65;55;0.588;6-7-2024;265170
121605;15;40;10;3.390;7-7-2024;266067
121610;55;85;50;2.741;7-7-2024;266306
121618;60;95;45;3.731;7-7-2024;266809
121622;35;70;75;0.474;7-7-2024;265397
121627;35;20;70;8.485;7-7-2024;266585
121632;40;45;25;7.786;7-7-2024;267465
121637;70;80;80;3.095;8-7-2024;267127
121642;95;90;75;9.152;8-7-2024;265869
121651;35;65;65;2.282;9-7-2024;266637
121656;85;80;45;0.325;9-7-2024;265325
121663;20;45;25;3.627;9-7-2024;266506
121667;40;25;80;8.895;9-7-2024;265136
121670;10;70;40;0.962;10-7-2024;266675
121680;25;60;20;3.712;10-7-2024;266699
121684;60;50;10;3.111;11-7-2024;265994
121687;95;35;75;9.697;12-7-2024;264881
121692;25;55;80;4.629;12-7-2024;266726
121698;10;25;15;7.958;13-7-2024;266491
121708;75;95;10;4.826;13-7-2024;266353
121714;65;75;95;0.612;13-7-2024;266913
121721;30;55;65;5.767;14-7-2024;266654
121731;95;25;35;0.897;15-7-2024;265505
121735;70;20;90;6.192;15-7-2024;266633
121738;30;20;65;2.742;15-7-2024;266545
121746;95;70;40;9.847;15-7-2024;265053
121751;35;80;70;5.941;15-7-2024;266102
121755;85;60;65;5.123;15-7-2024;267306
121757;35;70;90;5.833;16-7-2024;267070
121762;30;30;35;0.148;17-7-2024;266306
121769;85;50;65;6.637;17-7-2024;267036
121774;60;50;95;9.060;17-7-2024;266637
121775;50;80;85;8.190;18-7-2024;266898
121780;50;10;95;0.242;18-7-2024;265127
121789;80;95;50;5.595;18-7-2024;265567
121791;80;40;30;1.320;19-7-2024;265050
121801;65;70;60;3.759;20-7-2024;265634
121802;80;95;45;6.261;20-7-2024;266570
121806;25;30;80;4.957;20-7-2024;265518
121809;75;60;55;5.607;20-7-2024;265490
121816;90;25;55;6.359;20-7-2024;266858
121825;55;35;75;7.649;20-7-2024;267006
121826;95;40;90;6.336;20-7-2024;265979
121836;15;90;10;8.605;21-7-2024;265887
121838;15;30;10;9.673;22-7-2024;266306
121846;25;45;60;1.986;23-7-2024;266260
121853;35;60;35;5.124;23-7-2024;265813
121855;70;20;30;6.556;23-7-2024;265058
121863;15;45;65;0.461;23-7-2024;267020
121870;20;30;30;3.161;24-7-2024;267442
121871;40;60;30;0.869;24-7-2024;267173
121875;90;95;70;9.237;25-7-2024;266393
121880;85;90;15;9.155;26-7-2024;266727
121884;55;55;10;6.033;26-7-2024;266424
121892;60;10;45;6.856;26-7-2024;265090
121897;25;80;30;1.474;26-7-2024;266819
121905;20;40;25;6.557;26-7-2024;266940
121907;20;60;25;7.240;26-7-2024;265270
121908;45;95;80;6.320;26-7-2024;267312
121917;50;15;30;1.205;26-7-2024;267124
121918;10;80;15;2.572;26-7-2024;265150
121928;80;20;85;5.152;26-7-2024;265006
121938;75;60;80;4.435;26-7-2024;264912
121948;40;25;15;5.230;27-7-2024;266471
121956;35;85;75;4.897;27-7-2024;266561
121966;15;60;35;0.697;27-7-2024;267351
121976;10;90;85;7.195;28-7-2024;265789
121981;25;95;90;0.626;29-7-2024;265150
121983;15;20;60;4.428;30-7-2024;265896
121987;10;85;20;9.986;30-7-2024;267063
121996;85;10;70;4.874;30-7-2024;266015
122003;30;95;10;5.863;31-7-2024;265416
122008;50;10;20;4.115;1-8-2024;265494
122015;25;45;50;3.683;1-8-2024;265753
122018;65;30;10;6.366;2-8-2024;265096
122027;25;60;95;0.756;3-8-2024;265635
122030;80;60;10;8.324;3-8-2024;265295
122031;60;30;50;3.184;3-8-2024;266037
122033;10;20;55;5.414;4-8-2024;267558
122036;95;50;45;6.615;5-8-2024;265016
122044;65;75;60;6.959;6-8-2024;266279
122046;50;80;70;9.933;7-8-2024;265020
122052;15;70;75;2.734;7-8-2024;265536
122057;30;45;95;5.478;7-8-2024;267360
122059;75;85;30;9.085;8-8-2024;265358
122068;75;30;10;8.969;9-8-2024;265397
122075;50;60;50;2.924;9-8-2024;267417
122078;15;90;80;1.584;10-8-2024;266800
122084;95;35;45;3.178;11-8-2024;265145
122092;90;90;90;7.014;11-8-2024;266836
122095;60;20;70;8.877;12-8-2024;265624
122100;90;70;75;6.095;13-8-2024;265096
122105;15;85;25;9.163;14-8-2024;266978
122106;50;10;30;7.347;15-8-2024;266898
122115;25;35;20;2.313;15-8-2024;266654
122124;30;95;70;2.158;15-8-2024;266703
122131;75;60;95;1.797;15-8-2024;267379
122134;20;70;30;0.296;16-8-2024;264938
122141;95;50;45;8.869;17-8-2024;266157
122149;65;95;30;7.103;18-8-2024;265879
122159;50;15;85;6.576;18-8-2024;266004
122167;10;35;10;8.570;19-8-2024;265970
122171;90;90;70;2.722;20-8-2024;265744
122175;15;85;75;9.971;20-8-2024;266004
122179;60;40;65;1.307;20-8-2024;266128
122180;55;50;60;8.775;20-8-2024;267481
122181;25;40;70;5.425;20-8-2024;265777
122187;40;90;40;9.504;21-8-2024;267208
122192;55;25;85;6.603;21-8-2024;264977
122202;90;55;60;4.344;22-8-2024;266608
122206;75;70;45;9.148;22-8-2024;265352
122214;65;10;15;1.657;23-8-2024;265309
122223;85;85;60;2.283;24-8-2024;266553
122229;80;15;45;4.694;25-8-2024;265136
122234;75;70;50;6.826;25-8-2024;266847
122236;50;10;35;8.913;25-8-2024;267214
122237;55;60;95;8.969;26-8-2024;265357
122247;85;90;15;1.565;26-8-2024;265715
122249;25;25;15;3.236;27-8-2024;267561
122254;45;85;55;1.188;27-8-2024;265416
122263;45;30;75;2.611;27-8-2024;264938
122269;70;40;65;6.216;27-8-2024;266825
122276;60;10;40;7.421;27-8-2024;267366
122277;45;65;40;0.450;27-8-2024;266148
122283;20;45;20;6.576;27-8-2024;267027
122289;10;35;85;2.128;27-8-2024;265610
122295;70;55;30;0.191;27-8-2024;267407
122305;15;70;90;6.948;27-8-2024;266863
122311;90;15;15;0.885;28-8-2024;264867
122317;90;60;55;3.070;29-8-2024;267182
122320;50;90;55;1.132;29-8-2024;265869
122323;80;60;30;3.041;29-8-2024;264959
122330;85;95;10;0.751;30-8-2024;265712
122334;55;50;90;8.520;30-8-2024;266863
122336;45;50;80;9.237;31-8-2024;264901
122338;50;40;50;3.115;31-8-2024;267323
122342;90;15;25;8.570;31-8-2024;266781
122352;80;45;15;9.295;1-9-2024;266750
122359;25;85;35;5.175;1-9-2024;266858
122363;95;95;10;2.302;1-9-2024;266761
122371;30;55;15;1.651;2-9-2024;266053
122379;90;90;55;9.545;3-9-2024;266433
122385;45;60;15;2.661;4-9-2024;265896
122393;15;35;30;8.133;5-9-2024;265879
122400;25;70;10;6.249;6-9-2024;266525
122409;80;10;30;4.746;7-9-2024;266069
122413;70;85;85;1.143;7-9-2024;266858
122415;95;75;25;3.714;8-9-2024;266863
122419;50;20;10;0.784;9-9-2024;267197
122429;75;40;45;3.549;9-9-2024;266800
122431;95;50;15;3.282;9-9-2024;264859
122437;10;95;75;7.370;9-9-2024;266128
122442;95;45;60;3.739;9-9-2024;266825
122445;90;75;45;8.085;10-9-2024;266101
122447;35;30;70;2.814;11-9-2024;264859
122449;45;10;75;6.224;11-9-2024;265789
122455;15;10;65;5.610;12-9-2024;267070
122459;30;55;10;8.069;12-9-2024;265040
122465;25;90;60;2.220;12-9-2024;267122
122472;70;75;10;2.154;13-9-2024;266477
122473;55;55;85;7.918;14-9-2024;265807
122479;30;15;55;8.427;15-9-2024;267522
122487;55;50;90;4.335;15-9-2024;265127
122496;70;20;85;0.819;16-9-2024;267453
122502;80;55;35;3.935;16-9-2024;267223
122509;90;20;30;4.697;17-9-2024;265610
122518;45;55;35;7.988;18-9-2024;265465
122523;30;10;10;3.518;19-9-2024;266293
122528;40;70;60;5.952;20-9-2024;266916
122534;40;40;85;0.712;20-9-2024;266825
122541;15;55;85;9.004;20-9-2024;265357
122543;65;90;10;8.901;21-9-2024;264977
122552;70;75;65;8.137;22-9-2024;267522
122561;55;55;45;6.353;22-9-2024;264830
122565;20;45;90;4.347;22-9-2024;267351
122567;30;95;50;6.028;23-9-2024;265525
122577;20;55;60;5.064;24-9-2024;267348
122587;30;60;60;1.225;25-9-2024;267089
122589;15;90;10;7.582;26-9-2024;266463
122590;75;80;55;1.597;26-9-2024;265212
122591;55;45;70;6.408;27-9-2024;265040
122598;75;75;85;0.974;27-9-2024;266769
122599;40;50;70;7.903;27-9-2024;267173
122609;20;20;35;5.021;28-9-2024;266891
122618;55;15;40;3.182;29-9-2024;265127
122621;60;15;65;4.436;29-9-2024;267548
122626;45;55;10;5.958;30-9-2024;266393
122628;40;20;50;3.297;30-9-2024;266916
122638;50;75;55;9.918;30-9-2024;265352
122648;20;85;10;0.843;1-10-2024;265743
122649;75;55;20;7.177;1-10-2024;267543
122650;45;40;35;9.532;1-10-2024;265663
122655;95;50;75;7.645;1-10-2024;267582
122664;85;45;65;0.579;1-10-2024;265605
122671;95;55;95;5.126;2-10-2024;264826
122680;35;40;70;0.875;3-10-2024;264911
122681;30;55;45;1.293;4-10-2024;265605
122682;15;95;35;0.492;4-10-2024;265775
122683;55;60;25;2.839;5-10-2024;266883
122689;45;65;35;2.996;5-10-2024;266136
122691;60;35;65;1.717;5-10-2024;265013
122692;50;95;75;4.998;5-10-2024;267170
122700;65;70;70;1.668;6-10-2024;266863
122703;95;25;70;4.104;7-10-2024;265445
122707;90;30;45;0.907;8-10-2024;266015
122715;50;65;45;8.204;9-10-2024;266973
122719;35;40;15;3.899;10-10-2024;265932
122727;90;85;90;4.661;10-10-2024;265325
122731;75;95;90;0.876;11-10-2024;265102
122734;15;95;70;5.427;11-10-2024;266973
122735;60;60;40;4.446;11-10-2024;266304
122741;70;35;90;2.789;12-10-2024;266594
122742;40;20;95;3.368;12-10-2024;265869
122744;70;65;40;6.731;12-10-2024;267453
122749;65;15;50;6.981;13-10-2024;265184
122752;40;25;30;6.314;14-10-2024;265020
122757;80;90;85;2.782;14-10-2024;267127
122763;60;80;40;1.838;15-10-2024;266206
122773;35;80;95;2.843;15-10-2024;265305
122781;60;35;35;2.090;15-10-2024;266506
122784;20;60;30;7.036;15-10-2024;265145
122792;65;50;10;7.795;15-10-2024;267349
122802;45;50;85;5.293;15-10-2024;265231
122810;85;85;10;1.644;16-10-2024;265525
122815;75;95;75;6.425;17-10-2024;265315
122818;85;20;40;5.510;17-10-2024;265624
122819;65;90;95;3.746;17-10-2024;265058
122822;45;60;65;9.409;18-10-2024;265821
122824;40;25;25;4.668;19-10-2024;265783
122831;70;60;55;2.413;19-10-2024;267208
122838;70;95;90;0.616;20-10-2024;266824
122841;95;20;85;9.118;21-10-2024;267070
122847;30;85;40;7.273;21-10-2024;265773
122852;10;15;15;9.323;22-10-2024;264987
122855;80;20;75;8.499;23-10-2024;265932
122859;35;80;10;3.991;24-10-2024;266015
122864;50;25;60;3.147;25-10-2024;266736
122867;70;45;50;4.931;25-10-2024;267104
122868;45;65;20;5.486;25-10-2024;267223
122873;45;60;35;3.840;25-10-2024;266373
122882;20;10;85;6.210;25-10-2024;267417
122890;55;65;95;0.165;25-10-2024;266727
122896;65;25;60;7.266;25-10-2024;264991
122902;80;20;55;4.210;26-10-2024;264938
122905;15;30;35;4.843;26-10-2024;266824
122909;55;40;45;2.965;27-10-2024;265020
122910;10;30;25;3.826;28-10-2024;267276
122919;35;70;50;9.293;28-10-2024;266618
122929;80;35;15;0.732;28-10-2024;267348
122935;20;25;70;6.575;28-10-2024;265261
122942;80;60;10;6.668;28-10-2024;266424
122951;15;60;75;7.158;29-10-2024;264884
122960;20;75;70;2.417;30-10-2024;264864
122963;20;20;20;8.187;30-10-2024;266148
122971;70;25;75;6.533;31-10-2024;265764
122975;75;25;60;6.311;1-11-2024;266980
122977;65;80;25;7.228;2-11-2024;266111
122981;30;65;10;0.480;3-11-2024;266004
122985;85;60;50;7.130;4-11-2024;267214
122987;30;70;85;0.809;4-11-2024;265605
122992;35;45;65;2.842;4-11-2024;267561
122996;90;45;50;4.090;4-11-2024;266165
122999;25;55;45;3.962;5-11-2024;266403
123004;35;65;20;3.966;5-11-2024;265102
123012;15;20;10;3.237;6-11-2024;266669
123018;65;15;30;1.040;7-11-2024;266737
123020;90;65;15;9.187;8-11-2024;267371
123023;10;20;15;0.620;8-11-2024;265863
123030;80;15;90;5.046;9-11-2024;266465
123036;50;30;40;6.467;10-11-2024;265932
123042;80;20;10;9.879;10-11-2024;264892
123045;15;75;85;5.368;11-11-2024;264913
123047;75;65;50;8.281;11-11-2024;265325
123048;45;40;90;1.174;11-11-2024;266879
123049;55;35;80;2.941;11-11-2024;265835
123050;45;50;90;9.898;11-11-2024;266471
123055;55;90;55;8.927;12-11-2024;267306
123057;50;85;75;0.409;13-11-2024;266101
123059;75;50;60;1.257;14-11-2024;266761
123067;55;75;30;0.561;14-11-2024;266265
123068;65;60;55;1.326;14-11-2024;265184
123078;35;75;40;3.401;15-11-2024;265827
123086;50;35;10;2.031;15-11-2024;265238
123095;10;85;40;6.751;15-11-2024;266178
123097;85;40;70;1.485;16-11-2024;265759
123099;10;55;90;4.105;17-11-2024;267194
123109;90;85;90;5.321;18-11-2024;267366
123112;55;35;55;8.919;18-11-2024;265003
123122;40;15;35;2.018;19-11-2024;266293
123124;50;90;80;1.071;19-11-2024;267314
123125;75;25;10;2.835;20-11-2024;265843
123130;70;65;10;9.810;21-11-2024;265896
123139;50;50;55;8.554;21-11-2024;266794
123140;10;60;55;4.689;22-11-2024;265249
123147;35;40;95;9.394;23-11-2024;266455
123157;20;25;30;4.499;24-11-2024;264864
123163;75;55;20;1.632;24-11-2024;266324
123164;75;80;50;3.957;24-11-2024;267474
123170;80;80;55;1.135;24-11-2024;264901
123180;75;60;45;0.212;25-11-2024;266891
123189;80;50;85;7.974;25-11-2024;266463
123199;35;20;85;4.710;25-11-2024;266879
123201;70;10;60;0.525;26-11-2024;267107
123206;75;95;10;9.894;27-11-2024;265379
123213;10;40;55;8.192;28-11-2024;265754
123221;90;20;50;3.542;29-11-2024;266183
123226;25;55;55;2.204;29-11-2024;266789
123234;20;50;20;8.642;30-11-2024;265173
123237;40;15;95;2.147;1-12-2024;265455
123238;50;20;55;9.635;1-12-2024;265059
123241;60;65;10;0.380;1-12-2024;265943
123250;15;60;40;7.064;2-12-2024;267481
123252;55;65;50;8.351;3-12-2024;265549
123258;90;95;55;3.083;4-12-2024;265203
123260;55;80;80;6.195;4-12-2024;265058
123267;65;35;85;3.363;4-12-2024;267208
123275;25;10;75;4.678;5-12-2024;266293
123281;60;50;10;7.030;6-12-2024;266334
123288;85;15;65;6.708;6-12-2024;265518
123292;55;50;85;7.576;6-12-2024;266896
123299;60;40;85;6.514;7-12-2024;265725
123303;10;50;45;0.766;7-12-2024;266868
123305;70;60;65;8.794;8-12-2024;265508
123312;75;35;50;8.367;9-12-2024;266393
123315;60;85;80;7.270;9-12-2024;265754
123324;85;15;35;6.745;10-12-2024;264862
123326;75;15;95;5.551;10-12-2024;264884
123332;65;50;10;9.515;10-12-2024;265656
123336;20;85;65;9.216;10-12-2024;267442
123340;40;80;65;0.897;10-12-2024;266385
123344;25;30;25;7.377;11-12-2024;266275
123352;10;75;20;9.803;12-12-2024;266514
123355;45;75;90;9.162;12-12-2024;266973
123358;50;90;25;8.548;13-12-2024;265325
123359;15;95;60;8.560;14-12-2024;265084
123366;95;35;80;4.127;14-12-2024;267558
123369;85;75;45;0.021;15-12-2024;265020
123371;30;80;15;8.194;15-12-2024;265170
123381;65;35;35;5.404;16-12-2024;266916
123383;65;95;40;3.859;17-12-2024;266448
123391;25;15;30;2.245;18-12-2024;266916
123394;90;20;25;9.216;18-12-2024;266316
123398;25;70;85;7.056;18-12-2024;266570
123401;80;30;80;1.984;19-12-2024;266140
123405;80;40;25;7.106;20-12-2024;266136
123411;55;15;70;3.732;21-12-2024;265887
123418;90;70;90;2.419;22-12-2024;265299
123422;90;75;55;0.244;23-12-2024;265783
123426;15;15;65;0.518;24-12-2024;266544
123434;75;45;95;5.072;25-12-2024;266578
123438;65;40;60;8.988;25-12-2024;267144
123445;10;25;25;6.122;26-12-2024;267379
123446;95;25;20;2.343;26-12-2024;266836
123454;65;85;30;8.076;27-12-2024;265715
123461;80;50;10;3.878;28-12-2024;266561
123463;90;80;85;2.270;28-12-2024;266465
123464;35;70;25;2.718;28-12-2024;265773
123465;85;40;85;8.403;28-12-2024;266031
123472;80;75;65;6.638;28-12-2024;265438
123481;35;75;30;8.218;29-12-2024;265490
123488;40;45;85;6.947;30-12-2024;267042
123489;40;30;95;7.553;31-12-2024;266140
123499;85;80;30;4.072;1-1-2025;266069
123501;30;90;25;7.375;2-1-2025;266800
123506;95;10;25;1.890;3-1-2025;265851
123515;85;85;15;7.053;3-1-2025;265203
123521;55;65;40;1.777;3-1-2025;266469
123526;20;35;10;3.392;3-1-2025;265635
123529;95;20;25;4.780;4-1-2025;267352
123530;30;30;25;3.410;4-1-2025;265735
123538;65;70;60;6.611;4-1-2025;266964
123542;85;80;95;0.685;5-1-2025;265592
123550;45;80;80;5.212;6-1-2025;266471
123553;95;70;45;5.802;7-1-2025;266102
123555;25;30;50;1.070;7-1-2025;266773
123559;35;10;15;9.727;7-1-2025;267351
123564;85;50;10;0.058;7-1-2025;267391
123566;75;35;40;0.922;8-1-2025;265879
123572;55;85;80;0.356;9-1-2025;265231
123575;80;60;90;8.905;10-1-2025;264859
123582;25;50;90;1.676;10-1-2025;266631
123584;90;40;20;5.869;10-1-2025;265518
123592;55;55;50;7.754;11-1-2025;265821
123600;90;60;75;9.985;12-1-2025;266832
123608;50;20;90;1.570;13-1-2025;265940
123609;75;90;85;6.201;14-1-2025;267323
123615;85;80;55;4.287;14-1-2025;267391
123624;45;90;25;2.475;15-1-2025;265651
123630;70;10;80;4.177;15-1-2025;266631
123638;45;10;50;5.079;16-1-2025;266692
123639;35;75;75;6.065;17-1-2025;267096
123648;35;80;65;5.382;18-1-2025;267089
123656;45;95;15;0.575;18-1-2025;265827
123662;95;90;20;2.626;19-1-2025;267108
123667;40;20;60;2.568;19-1-2025;267391
123668;45;15;70;0.472;20-1-2025;266053
123678;55;75;45;6.191;20-1-2025;267508
123683;40;85;80;5.834;20-1-2025;267582
123684;75;70;65;2.527;20-1-2025;267583
123688;50;65;80;4.542;21-1-2025;267314
123689;55;10;65;4.266;21-1-2025;267036
123692;60;10;75;6.375;21-1-2025;266497
123695;85;45;55;1.038;21-1-2025;267351
123697;25;10;70;5.298;21-1-2025;265932
123704;60;10;95;1.579;22-1-2025;266234
123712;20;75;75;1.108;23-1-2025;266244
123721;50;70;90;2.998;23-1-2025;267400
123726;90;95;80;5.020;23-1-2025;265656
123734;80;75;10;1.125;24-1-2025;266037
123738;45;70;45;1.602;25-1-2025;265779
123745;35;85;55;8.532;25-1-2025;266080
123747;40;30;40;2.583;26-1-2025;266294
123752;45;30;45;9.049;26-1-2025;265549
123759;10;75;35;0.149;26-1-2025;267348
123767;15;75;25;6.407;27-1-2025;266891
123773;60;55;45;9.899;27-1-2025;266750
123775;35;50;15;8.608;27-1-2025;265006
123781;70;50;70;0.229;28-1-2025;267006
123788;70;10;90;0.762;28-1-2025;265465
123797;25;25;25;6.160;28-1-2025;265549
123799;70;75;65;0.524;29-1-2025;265358
123805;55;75;90;5.533;30-1-2025;266873
123806;90;75;20;5.286;31-1-2025;267348
123811;20;85;15;8.122;31-1-2025;267530
123818;20;70;90;7.372;31-1-2025;265426
123821;40;70;55;9.253;1-2-2025;265508
123824;10;20;95;1.032;2-2-2025;267390
123828;95;20;10;8.279;2-2-2025;267078
123834;20;10;70;5.052;3-2-2025;265927
123842;35;85;25;1.562;3-2-2025;265309
123843;35;45;75;9.576;4-2-2025;266654
123849;65;80;50;4.221;5-2-2025;266059
123856;35;25;80;9.788;6-2-2025;266853
123862;25;95;20;9.779;7-2-2025;264921
123871;35;95;70;0.787;7-2-2025;264901
123876;55;50;10;1.469;8-2-2025;266710
123877;25;30;75;6.973;8-2-2025;266750
123882;40;15;45;0.826;9-2-2025;265058
123890;85;95;75;3.756;10-2-2025;265059
123891;25;85;55;1.101;10-2-2025;265490
123899;75;55;65;3.603;11-2-2025;267425
123902;90;15;95;6.793;11-2-2025;266930
123911;10;55;95;3.888;12-2-2025;264973
123921;60;75;40;0.693;12-2-2025;265783
123928;50;35;50;8.845;13-2-2025;264987
123929;65;60;80;0.960;13-2-2025;267481
123932;20;20;60;8.105;13-2-2025;264837
123935;10;25;60;8.463;13-2-2025;266916
123937;20;10;25;4.519;13-2-2025;267127
123939;95;50;85;6.876;14-2-2025;265788
123943;65;15;40;1.610;15-2-2025;265838
123951;40;25;95;2.521;15-2-2025;266795
123954;90;90;60;6.041;16-2-2025;265044
123964;60;55;95;7.355;17-2-2025;267385
123968;45;80;60;2.826;17-2-2025;267496
123972;75;95;10;9.267;18-2-2025;266465
123982;60;45;70;3.994;19-2-2025;265121
123985;40;15;90;2.727;20-2-2025;267392
123993;25;95;10;0.656;21-2-2025;265407
123998;45;55;65;2.188;21-2-2025;267006
124000;10;15;40;1.127;21-2-2025;266726
124008;50;80;15;9.649;21-2-2025;267117
124018;65;75;90;8.900;21-2-2025;267017
124019;90;50;60;7.477;21-2-2025;265225
124023;10;60;85;0.784;21-2-2025;267366
124025;90;25;45;8.451;21-2-2025;265549
124031;95;20;30;3.912;21-2-2025;265983
124041;10;45;95;9.336;22-2-2025;266809
124049;10;85;90;1.924;22-2-2025;267144
124054;30;60;45;0.435;23-2-2025;267392
124063;15;60;75;1.860;24-2-2025;267002
124066;40;80;70;2.018;25-2-2025;265127
124069;95;10;75;6.709;26-2-2025;266224
124074;10;70;60;8.079;26-2-2025;267063
124084;95;35;45;3.388;26-2-2025;267312
124085;45;65;80;9.254;27-2-2025;265946
124094;50;50;75;7.675;27-2-2025;265209
124096;40;20;80;3.557;28-2-2025;265835
124106;10;35;20;4.159;1-3-2025;266781
124111;60;95;30;4.556;2-3-2025;265525
124113;80;60;20;8.692;2-3-2025;267390
124117;30;45;55;1.765;3-3-2025;266697
124120;30;40;70;6.558;3-3-2025;267249
124121;70;50;80;8.279;4-3-2025;266316
124127;95;70;95;2.974;4-3-2025;266522
124132;70;30;10;6.865;5-3-2025;265948
124137;15;35;70;8.507;6-3-2025;265592
124139;10;85;55;2.322;6-3-2025;265167
124144;25;45;35;0.472;6-3-2025;265559
124154;85;85;75;9.503;7-3-2025;267297
124160;20;25;40;1.429;8-3-2025;267063
124165;60;30;40;9.838;8-3-2025;266824
124172;85;65;75;8.964;9-3-2025;267585
124179;95;65;35;0.099;9-3-2025;265050
124184;45;35;30;8.432;10-3-2025;265270
124185;85;90;60;1.730;10-3-2025;265016
124190;70;65;90;8.313;10-3-2025;265221
124192;50;10;40;1.028;10-3-2025;265325
124200;85;50;70;1.807;11-3-2025;267583
124207;70;65;65;1.402;12-3-2025;266654
124215;55;10;50;5.931;13-3-2025;265221
124219;60;35;65;2.940;13-3-2025;265058
124224;40;55;10;3.373;14-3-2025;264964
124225;35;80;45;4.024;15-3-2025;265584
124230;85;50;35;5.773;15-3-2025;266514
124238;20;70;50;2.876;16-3-2025;265367
124246;80;25;55;2.709;16-3-2025;266393
124250;20;95;80;2.292;17-3-2025;265431
124257;25;45;25;0.655;17-3-2025;266183
124258;30;30;25;0.960;18-3-2025;264964
124262;50;20;30;3.872;18-3-2025;267270
124267;70;20;45;0.608;19-3-2025;266254
124272;35;75;70;2.906;19-3-2025;265276
124278;85;40;15;9.246;19-3-2025;267343
124284;95;30;45;6.420;19-3-2025;266717
124289;25;95;70;7.921;19-3-2025;264871
124294;80;75;75;5.859;19-3-2025;266465
124296;70;75;95;8.430;20-3-2025;267089
124298;90;20;25;7.869;20-3-2025;264866
124307;80;75;70;3.053;21-3-2025;267096
124317;55;25;25;5.342;21-3-2025;265416
124327;40;65;75;2.496;21-3-2025;266497
124332;75;70;45;2.483;21-3-2025;265714
124335;60;30;10;7.625;21-3-2025;266780
124336;30;60;25;7.727;22-3-2025;265006
124339;60;10;20;6.519;22-3-2025;266353
124342;10;85;85;1.748;22-3-2025;267548
124343;70;80;90;1.087;23-3-2025;266633
124347;65;90;90;8.435;23-3-2025;264911
124349;90;45;80;1.675;23-3-2025;266769
124350;80;30;60;9.906;23-3-2025;265592
124357;35;60;10;0.771;23-3-2025;266980
124358;30;10;20;0.789;23-3-2025;267261
124365;95;85;75;3.517;24-3-2025;265624
124368;75;20;60;9.548;24-3-2025;266561
124373;55;40;50;1.077;25-3-2025;264964
124382;20;35;65;1.055;25-3-2025;264862
124392;60;85;55;3.508;25-3-2025;264892
124399;80;30;25;6.994;26-3-2025;265379
124409;95;90;80;9.218;26-3-2025;266780
124417;55;10;30;7.513;27-3-2025;266514
124426;45;75;65;0.173;27-3-2025;266819
124430;25;75;40;0.828;28-3-2025;266147
124431;50;40;25;7.712;28-3-2025;264964
124441;60;10;10;2.770;29-3-2025;265952
124448;50;10;65;9.747;30-3-2025;267182
124451;15;55;60;3.587;31-3-2025;264901
124455;25;35;80;3.668;1-4-2025;266304
124464;95;25;45;2.601;1-4-2025;267474
124474;55;10;90;8.190;1-4-2025;266265
124480;80;25;70;1.790;2-4-2025;266497
124487;20;65;15;2.653;3-4-2025;267135
124492;85;80;20;6.903;4-4-2025;266293
124495;55;30;20;7.665;4-4-2025;266628
124498;90;45;15;2.005;4-4-2025;267585
124501;20;20;55;6.703;5-4-2025;267435
124509;20;10;50;9.437;5-4-2025;267291
124510;15;70;70;3.295;5-4-2025;265006
124513;95;15;25;5.700;5-4-2025;266286
124520;15;40;30;6.011;6-4-2025;266106
124528;50;80;85;0.473;6-4-2025;266594
124530;55;25;65;6.828;6-4-2025;266324
124533;25;75;50;6.716;6-4-2025;266836
124540;85;60;15;6.597;7-4-2025;266736
124541;55;80;65;8.171;8-4-2025;266561
124542;60;25;85;6.075;8-4-2025;265702
124544;90;60;45;7.165;8-4-2025;267321
124553;75;65;95;9.441;9-4-2025;265084
124559;70;20;60;0.193;9-4-2025;266403
124564;15;30;85;5.054;9-4-2025;266260
124565;95;35;80;8.674;9-4-2025;266004
124572;60;40;20;3.181;9-4-2025;265221
124576;10;30;45;1.703;10-4-2025;265498
124586;80;40;10;4.065;11-4-2025;267306
124589;50;60;75;0.623;12-4-2025;267017
124598;60;50;25;3.597;12-4-2025;267316
124599;70;50;15;1.560;12-4-2025;266727
124604;10;90;40;9.678;12-4-2025;265158
124614;20;45;30;8.342;12-4-2025;267585
124619;25;30;75;0.170;13-4-2025;265635
124621;60;55;45;7.303;13-4-2025;266317
124624;70;90;75;7.206;14-4-2025;265912
124627;85;55;60;6.293;14-4-2025;266761
124637;45;15;10;7.522;14-4-2025;265764
124646;10;60;80;5.608;14-4-2025;264959
124651;75;30;20;6.888;15-4-2025;264911
124659;10;95;35;1.721;15-4-2025;265090
124663;45;95;25;7.444;15-4-2025;266516
124673;45;10;10;7.718;15-4-2025;266183
124683;95;35;30;5.932;15-4-2025;267530
